Category,Name,Address,Suburb,State,Postcode,Phone,Fax,Email,Website,Staff,Established,ABN,ABN_Status,ABN_Type,ABN_Accuracy
Religious Organisations,Marist Fathers,"""Parish"" 3a Mary St",Hunters Hill,NSW,2110,(02) 9817 5325,,,,,,56 085 896 500,Active,Trading Name,25% ABN Accuracy
Religious Organisations,Mission Without Borders,10 Stubbs St,Auburn,NSW,2144,(02) 9647 2022,,,,,,38 000 827 798,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Missionaries Of Charity,105 Third St,Katherine,NT,850,(08) 8972 1175,,,,,,48 874 356 825,Active,Entity Name (Historic),25% ABN Accuracy
Religious Organisations,Missionary Sisters Of Mary Queen Novitiate,200 William St,Granville,NSW,2142,(02) 9637 9953,,,,,,37 092 752 611,Active,Trading Name,25% ABN Accuracy
Religious Organisations,Multicultural Christian Fellowship Of Aust Incorp,2 Earhart Ct,Marrara,NT,812,(08) 8927 8216,,cmangohig@yahoo.com,,101-200,1994,33 069 610 795,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Mundubbera New Life Centre,32 Stuart Russell St,Mundubbera,QLD,4626,(07) 4165 4594,,,,,,33 087 065 502,Active,Trading Name,25% ABN Accuracy
Religious Organisations,Muslim Organisation Sunshine Coast Inc,,Maroochydore,QLD,4558,0407 875 960,,,,,,22 031 206 810,Active,Entity Name,25% ABN Accuracy
Religious Organisations,New Apostolic Church,Cnr Queens Rd and Arch St,Kingston,QLD,4114,(07) 3290 0752,,,,,,67 011 031 780,Active,Entity Name,25% ABN Accuracy
Religious Organisations,New Lambton Baptist Church,1 Longworth Ave,New Lambton,NSW,2305,(02) 4965 5776,,newlambtonbaptist@gmail.com,,,,69 568 699 164,Active,Other Name,25% ABN Accuracy
Religious Organisations,North Gate Church,Cnr Of Griffith Mc Donald Rd,Lavington,NSW,2641,(02) 6025 6332,,,,,,49 718 295 102,Active,Entity Name (Historic),25% ABN Accuracy
Religious Organisations,Northside Church,64 Baddeley Cres,Spence,ACT,2615,(02) 6242 7706,,info@northsidechurch.net.au,http://www.northsidechurch.net.au,,,70 428 791 616,Active,Entity Name,25% ABN Accuracy
Religious Organisations,O.A.C. Ministries,2 Bangalay St,Georges Hall,NSW,2198,(02) 9727 0330,,,,,,59 000 275 829,Active,Entity Name,25% ABN Accuracy
Religious Organisations,OAC Ministries Australia,6 Ingal St,Wishart,QLD,4122,(07) 3849 1375,,,,,,59 000 275 829,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Pocket Testament League of Aust,4 Morgan St,Kingsgrove,NSW,2208,(02) 9502 2982,,,,,,95 002 076 173,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Poor Clares Bethlehem Monastery,Narellan Rd,Campbelltown,NSW,2560,(02) 4625 1591,,,,,,35 663 984 738,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Potters House Christian Church,2 16 Randall St,Slacks Creek,QLD,4127,0432 081 127,,sreeves88@live.com.au,www.pottershouselogan.com.au,,,23 864 517 891,Active,Trading Name,25% ABN Accuracy
Religious Organisations,Presbyterian Church Blaxland,1 5A Wilson Way St,Blaxland,NSW,2774,(02) 4739 1446,,,,,,88 014 202 128,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Queensland Christian Soccer Association,Brittain Park,Coopers Plains,QLD,4108,(07) 3219 5922,,,http://www.qcsa.org.au,,,37 969 193 568,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Queensland Mailbox Bible Club,131 Leybourne St,Chelmer,QLD,4068,(07) 3892 1353,,,,,,95 421 049 456,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Red Shield Defence Services,29 Falcon Crst,Condon,QLD,4815,(07) 4722 5515,,,,,,57 507 607 457,Active,DGR Name (Historic),25% ABN Accuracy
Religious Organisations,Red Shield Defence Services,51 Frank St,Kirwan,QLD,4817,(07) 4773 7322,,,,,,57 507 607 457,Active,DGR Name (Historic),25% ABN Accuracy
Religious Organisations,Redemptorist Mission Team,24 Garden St,Kogarah,NSW,2217,(02) 9553 3777,,,,,,23 152 266 720,Active,Trading Name (Historic),25% ABN Accuracy
Religious Organisations,Religious Society Of Friends (Quakers),1 Bailey St,Repton,NSW,2454,(02) 6655 4237,,,,,,16 036 715 933,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Revival Centres Of Aust,130 Excelsior St,Merrylands,NSW,2160,(02) 9632 5540,,,,,,82 413 449 427,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Rockdale Anglican Church,431 Princes Hwy,Rockdale,NSW,2216,0403 972 631,,office@brac.org.au,http://rockdalechurch.com,,,90 073 369 985,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Ruach Ministries,12 Wentworth St,Manly,NSW,2095,(02) 8002 0044,,manlybeach@ruach.org.au,,,,40 050 612 336,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Ruach Ministries,"Level 1, Seaforth Baptist Church, Cnr McMillian St and Frenchs Forest Rd",Seaforth,NSW,2092,(02) 8002 0044,,,http://www.ruach.org.au,,,40 050 612 336,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Salvation Army,101 Lee St,Wellington,NSW,2820,(02) 6845 2220,,,,,,94 917 169 560,Active,Trading Name,25% ABN Accuracy
Religious Organisations,Scripture Union ACT,2614 No Street Name,Cook,ACT,2614,(02) 6251 3677,,,,,,58 204 074 595,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Scripture Union Australia,14/ 13 Gibbens Rd,Gosford West,NSW,2250,(02) 4337 0220,,,http://www.scriptureunion.org.au,,,53 681 642 927,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Selected Messages,36 Kastelan St,Blacktown,NSW,2148,(02) 8678 8245,,,,,,44 123 751 315,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Shalom House of Prayer,Collins St,Carcoar,NSW,2791,(02) 6367 3058,,,,,,86 370 010 355,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Sikh Mission Centre,170 Ninth Ave,Austral,NSW,2171,(02) 9606 8047,,,,,,14 847 378 288,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Society Of Christian Doctrine,3 Bunyala St,Carss Park,NSW,2221,(02) 9546 1232,,,,,,16 479 430 975,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Society Of Friends (Quakers),54 Addison Rd,New Lambton,NSW,2305,(02) 4957 5562,,,,,,16 036 715 933,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Southport Gospel Chapel,10 Marine Parade,Southport,QLD,4215,(07) 5531 4457,,,,,,35 591 388 477,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Spearhead International Fivefold Ministry Networking Inc,Cnr Argyle and O'Connell Sts,Parramatta,NSW,2150,(02) 9687 2929,,,,,,80 360 394 802,Active,Entity Name (Historic),25% ABN Accuracy
Religious Organisations,Spirited Consulting,,Castle Hill,NSW,2154,(02) 9894 2233,,,,,,31 086 217 941,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Sri Venkateswara Temple,Temple Rd,Helensburgh,NSW,2508,(02) 4294 3224,,,,,,51 421 660 604,Active,Entity Name,25% ABN Accuracy
Religious Organisations,St Ninian's Uniting Church,150 Brigalow St,Lyneham,ACT,2602,(02) 6248 9198,,,http://www.stninians.org.au,,1977,28 946 281 350,Active,Entity Name (Historic),25% ABN Accuracy
Religious Organisations,Stanley River Valley Community Church,115 Archer St,Woodford,QLD,4514,(07) 5422 9723,,,,,,74 572 168 071,Active,Trading Name,25% ABN Accuracy
Religious Organisations,Summit Lighthouse,191 Dornoch Tce,Highgate Hill,QLD,4101,(07) 3846 4801,,,,,,58 272 941 331,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Terrace Christian Church,80 Benjamin Lee Dr,Raymond Terrace,NSW,2324,(02) 4987 1142,,,http://www.terracechristianchurch.com,,,12 576 873 045,Active,Trading Name,25% ABN Accuracy
Religious Organisations,The Catholic Development Fund,Lake St,Cairns,QLD,4870,(07) 4031 6470,,,,,,36 939 424 395,Active,Entity Name,25% ABN Accuracy
Religious Organisations,The Christian Community In Australia,170 Beattie St,Balmain,NSW,2041,(02) 9555 1343,,,,,,26 763 239 376,Active,Entity Name (Historic),25% ABN Accuracy
Religious Organisations,The Exodus Foundation,180 Liverpool Rd,Ashfield,NSW,2131,(02) 9799 2811,,,,,,47 342 342 713,Active,Entity Name,25% ABN Accuracy
Religious Organisations,The Far North Buddhist Association Inc,14 Bolwarra Cl,Redlynch,QLD,4870,(07) 4039 0736,,,,,,71 704 334 526,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Theosophical Society In Australia,484 Kent St,Sydney,NSW,2000,(02) 9264 7056,,,,,,89 922 774 327,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Thompson R & W,Hillside Dr,Casino,NSW,2470,(02) 6663 3259,,,,,,30 053 930 154,Active,Entity Name (Historic),25% ABN Accuracy
Religious Organisations,Tinana Christian Fellowship,115 Gympie Rd,Tinana,QLD,4650,(07) 4122 4300,,,,,,62 249 615 163,Active,Entity Name,25% ABN Accuracy
Religious Organisations,United City Church,114 Alexander Rd,Highland Park,QLD,4211,(07) 5665 7000,,info@unitedcitychurch.com.au,http://www.unitedcitychurch.com.au,,,42 168 984 692,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Uniting Church In Australia,1 Queens Ave,Cardiff,NSW,2285,(02) 4954 6953,,,,,,63 415 761 601,Active,Entity Name (Historic),25% ABN Accuracy
Religious Organisations,Uniting Church In Australia,10 Stockton St,Morisset,NSW,2264,(02) 4973 5554,,,,,,63 415 761 601,Active,Entity Name (Historic),25% ABN Accuracy
Religious Organisations,Uniting Church In Australia,31 Hamilton Oxford Ct,Jackson,QLD,4426,(07) 3268 6875,,,,,,63 415 761 601,Active,Entity Name (Historic),25% ABN Accuracy
Religious Organisations,Unity School Of Christianity,14 Lockhart St,Woolloongabba,QLD,4102,(07) 3851 0381,,,,,,79 009 836 819,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Vietnam Grace Church Brisbane,12 Rudd St,Oxley,QLD,4075,(07) 3375 1218,,,,,,69 339 587 451,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Walk Thru The Bible Ministries,36 Georges Crst,Georges Hall,NSW,2198,(02) 9725 7599,,,,,,20 241 615 759,Active,Entity Name (Historic),25% ABN Accuracy
Religious Organisations,Warringah Church Of Christ (Non Denominational),Cnr Park Bennett St,Curl Curl,NSW,2096,(02) 9939 7126,,,,,,57 809 399 072,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Wishart Christian Village Association Inc,Unit 30/ 3 Erindale Cl,Wishart,QLD,4122,(07) 3219 2386,,,,,,67 089 024 936,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Youth Ministries,125 New Line Rd,Cherrybrook,NSW,2126,(02) 9980 1888,,,,,,59 962 540 635,Active,Other Name (Historic),25% ABN Accuracy
Religious Organisations,Asian Outreach Australia,,Castle Cove,NSW,2069,(02) 9417 0500,,,,,,94 689 468 278,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,Bread Of Life Ministries,10-12 Dundas Crt West,Phillip,ACT,2606,(02) 6231 4410,,,,,,47 008 618 371,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,Brisbane Seafarers Centre,114 Malbar St,Wynnum,QLD,4178,0412 202 691,,,,,,57 351 654 755,Cancelled,Trading Name (Historic),25% ABN Accuracy
Religious Organisations,Catholic Communications,74 Greenwich Rd,Greenwich,NSW,2065,(02) 9439 8499,,,,,,93 453 417 717,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,Children For Christ,61 Belmont Rd,Tingalpa,QLD,4173,(07) 3348 8314,,,,,,56 057 584 111,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,Christian Science Federal Representative,9 Wrights Rd,Drummoyne,NSW,2047,(02) 9911 6651,,,,,,85 058 264 301,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,Christian Science Federal Representative,6 Lisa Valley Cl,Wahroonga,NSW,2076,0423 483 663,,,,,,85 058 264 301,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,Churches Of Christ Care Pathways Maryborough,26 Jupiter St,Maryborough,QLD,4650,(07) 4123 1075,,,,,,17 359 610 353,Cancelled,Other Name,25% ABN Accuracy
Religious Organisations,Creative Times,4A Pacific Hwy,Gateshead,NSW,2290,(02) 4942 1621,,,,,,64 007 197 702,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,Deaconess House,129/ 133 Cambridge St,Stanmore,NSW,2048,(02) 9569 2418,,,,,,44 808 550 198,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,Epoch Community,,Tuggerawong,NSW,2259,(02) 6154 1292,,,,,,49 063 125 569,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,Freedom In Christ,Trident St,Mansfield,QLD,4122,(07) 3343 7827,,,,,,59 102 213 007,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,Harvest School of Ministry,Cnr Burnham and Simpsons Rds,Bardon,QLD,4065,(07) 3369 1179,,,,,,70 679 589 227,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,Islamic Information Service,,Yagoona,NSW,2199,(02) 9708 5514,,,,,,85 091 903 552,Cancelled,Entity Name (Historic),25% ABN Accuracy
Religious Organisations,Liturgy Commission,300 The River Rd,Revesby,NSW,2212,(02) 9792 4609,,,,,,72 602 822 085,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,Maurice Elias Essential Oils For Wellness,,Bondi Beach,NSW,2026,(02) 9130 7988,,,,,,62 185 935 404,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,Meade J,24 Amsonia Ct,Arundel,QLD,4214,0415 390 014,,,,,,21 095 100 961,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,National Council of Jewish Women,,Woollahra,NSW,2025,(02) 9363 0257,,,,,,13 096 053 140,Cancelled,Entity Name (Historic),25% ABN Accuracy
Religious Organisations,RIGPA,822 George St,Sydney,NSW,2000,(02) 9211 5304,,,,,,57 064 573 600,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,St Andrew's Retirement Village,142 Marius St,Tamworth,NSW,2340,(02) 6761 2007,,,,,,24 352 728 764,Cancelled,Trading Name (Historic),25% ABN Accuracy
Religious Organisations,The Gnostic Movement,PO Box 1581,Bondi Junction,NSW,1355,1300 307 332,,,,,,66 096 846 178,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,The Gnostic Movement,PO Box 6275,Fairfield,QLD,4103,1300 307 332,,,,,,66 096 846 178,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,Transport For Christ,Cnr Lyell and Priestley Sts,Mittagong,NSW,2575,(02) 4871 2683,,,,,,93 002 633 892,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,Universal Express Couriers,14 Constitution Rd,Ryde,NSW,2112,(02) 9807 1016,,,,,,42 119 118 106,Cancelled,Business Name (Historic),25% ABN Accuracy
Religious Organisations,Voice Of Peace,3 Alfred Ave,Woolooware,NSW,2230,(02) 9527 2387,,,,,,14 003 429 730,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,Youth Alive (QLD) Ltd,,Mt Ommaney,QLD,4074,1300 785 949,,,,,,11 494 002 324,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,ABC electronics,22 Asd Bdwy,Ashby,NSW,2463,1300 062 824,,info@businessabc.com,,,,90 038 177 499,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Alert Magazine,148 Fox Valley Rd,Wahroonga,NSW,2076,(02) 9847 3333,,,,,,85 349 573 160,Active,Other Name,50% ABN Accuracy
Religious Organisations,Anglican Boys Society (CEBS),First Floor St Andrew's House Sydney Sq,Sydney,NSW,2000,(02) 9744 2966,,,,,,53 258 341 328,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Annesley House,17 Marion St North,Leichhardt,NSW,2040,(02) 9569 7175,,,,,,19 034 720 463,Active,Business Name,50% ABN Accuracy
Religious Organisations,Assemblies Of God,Baddeley Cres,Spence,ACT,2615,(02) 6259 7277,,,,,,16 231 783 503,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Assemblies Of God,Gorge Rd,Wonga,QLD,4873,(07) 4098 2022,,,,,,16 231 783 503,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Baptist Community Services,51 Hicks St,Red Hill,ACT,2603,(02) 6295 7070,,,,,,90 000 049 525,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Bible Baptist Church,178 Humphries Rd,St Johns Park,NSW,2176,(02) 9823 1950,,,,,,14 584 157 038,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Catholic Church,2 Bendooley St,Bowral,NSW,2576,(02) 4861 1902,,,,,,45 373 620 104,Active,Business Name,50% ABN Accuracy
Religious Organisations,Catholic Church,88 Chestnut St,Wynnum,QLD,4178,(07) 3348 6629,,,,,,45 373 620 104,Active,Business Name,50% ABN Accuracy
Religious Organisations,Catholic Development Fund,38 Harbour St,Wollongong,NSW,2500,(02) 4222 2444,,,,,,15 274 943 760,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Catholic Development Fund,,Bathurst,NSW,2795,1800 451 760,,,,,,15 274 943 760,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Catholic Education Office,Gilmour St,Kelso,NSW,2795,(02) 6332 3077,,,,,,91 893 631 195,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Catholic Women's League,143 Edward St,Brisbane,QLD,4000,(07) 3221 1924,,,,,,87 226 835 256,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Centacare,21 Cornmeal Parade,Maroochydore,QLD,4558,(07) 5430 9300,,,www.scopedv.org,,,90 046 512 373,Active,Entity Name (Historic),50% ABN Accuracy
Religious Organisations,Centacare Catholic Family Services,58 Morgan St,Fortitude Valley,QLD,4006,(07) 3252 4371,,,,,,79 786 799 140,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Christian Fellowship,Jingellic Pl,Wagga Wagga,NSW,2650,(02) 6933 1327,,,http://cfwagga.org.au,,,89 635 875 821,Active,Entity Name (Historic),50% ABN Accuracy
Religious Organisations,Christian Hope Centre Ltd,12 Beach Rd,Surfers Paradise,QLD,4217,(07) 5561 0322,,,,,,81 076 486 890,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Christian Life Centre,137 Princes Hwy,Ulladulla,NSW,2539,(02) 4455 5179,,,,,,45 464 073 996,Active,Entity Name (Historic),50% ABN Accuracy
Religious Organisations,Christian Outreach Centre,195 Elizabeth Ave,Clontarf,QLD,4019,(07) 3284 1777,,,,,,72 157 669 672,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Christian Outreach Centre,75 Murilla St,Miles,QLD,4415,(07) 4627 1609,,,,,,72 157 669 672,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Christian Outreach Centre,International Club Fairfoot Rd,Ingham,QLD,4850,(07) 4776 0284,,,,,,72 157 669 672,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Christian Witness To Israel (Australia),34 Ocean St,Bondi,NSW,2026,(02) 9388 0067,,,,,,40 986 166 171,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Church of Scientology Australia,43 Dudley St,Annerley,QLD,4103,(07) 3217 1835,,brisbane@scientology.net,http://www.scientology.org,,,25 151 052 274,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Churches of Christ in Queensland,41 Brookfield Rd,Kenmore,QLD,4069,(07) 3327 1600,,,,,,28 953 930 342,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Daughters Of Charity,256 Buff Point Ave,Buff Point,NSW,2262,(02) 4390 9190,,,,,,37 783 925 190,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Daughters Of Charity,47/128 George,Redfern,NSW,2016,(02) 9319 6077,,,,,,37 783 925 190,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Daughters Of Charity,22 Henry St,Ashfield,NSW,2131,(02) 9797 8573,,,,,,37 783 925 190,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Daughters Of Charity,38 Culloden Rd,Marsfield,NSW,2122,(02) 9868 2103,,,,,,37 783 925 190,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Daughters Of Charity,4/158 Culloden Rd,Marsfield,NSW,2122,(02) 9868 3719,,,,,,37 783 925 190,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Daughters Of Charity,16 Summit Cl,Marsfield,NSW,2122,(02) 9878 1099,,,,,,37 783 925 190,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Daughters Of Charity,1 Keiley St,Marsfield,NSW,2122,(02) 9878 6372,,,,,,37 783 925 190,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Daughters Of Charity,172 Balaclava Rd,Eastwood,NSW,2122,(02) 9888 5922,,,,,,37 783 925 190,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Daughters Of Charity,109 Agincourt Rd,Marsfield,NSW,2122,(02) 9888 6362,,,,,,37 783 925 190,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Daughters Of Charity,4 Koorong St,Marsfield,NSW,2122,(02) 9888 7286,,,,,,37 783 925 190,Active,Trading Name,50% ABN Accuracy
Religious Organisations,De La Salle Brothers,32 Bauer St,Southport,QLD,4215,(07) 5528 3742,,,,,,92 893 323 605,Active,Other Name,50% ABN Accuracy
Religious Organisations,Destiny Impact Worship Centre,6 Speed St,Liverpool,NSW,2170,(02) 8006 1755,,info@destinyimpact.org,http://www.destinyimpact.org,,,30 935 347 994,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Diocesan Catholic Education Office,Barney St,Armidale,NSW,2350,(02) 6772 7388,,,,,,83 881 273 108,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Eckankar Society Of Northern Australia,1st Floor 967 Logan Rd,Holland Park,QLD,4121,(07) 3394 1974,,,,,,18 058 053 740,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Eckankar Society of Northern Australia,Shop 3/ 14 Lavelle St,Nerang,QLD,4211,(07) 5527 2677,,,,,,18 058 053 740,Active,Entity Name,50% ABN Accuracy
Religious Organisations,ELEVATION CHURCH,7/ 9 Ern Harley Dr,Burleigh Heads,QLD,4220,(07) 5506 5130,,,elevationchurch.com.au/,,,79 400 419 737,Active,Business Name,50% ABN Accuracy
Religious Organisations,Everyman's Welfare Service,Robertson Barracks,Darwin,NT,800,(08) 8935 2525,,,,,,31 000 348 550,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Faber Centre Of Ignatian Spirituality,111 Sir Samuel Griffith Dr,Bardon,QLD,4065,(07) 3368 2450,,reillygj@bigpond.com,http://www.faberspirituality.org.au,,,24 671 806 567,Active,Other Name,50% ABN Accuracy
Religious Organisations,Family Life Ministries,1/ 55 Fourth Ave,Blacktown,NSW,2148,(02) 9871 4137,,,,,,25 116 643 852,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Family Life Ministries,16 Blackburn Ave,North Rocks,NSW,2151,(02) 9871 4137,,,,,,25 116 643 852,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Franciscan Missionaries Of Mary,6 Wentworth St,Point Piper,NSW,2027,(02) 9328 1070,,,,,,51 422 745 804,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Franciscan Missionaries Of Mary,5 Schwebel St,Marrickville,NSW,2204,(02) 9558 7879,,,,,,51 422 745 804,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Franciscan Missionaries Of Mary,57 Western Crst,Gladesville,NSW,2111,(02) 9879 4203,,,,,,51 422 745 804,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Global Care - Coffs Harbour,,Coffs Harbour,NSW,2450,(02) 6652 8123,,,,,,94 477 463 652,Active,Other Name,50% ABN Accuracy
Religious Organisations,Heritage Christian Church,116 Casuarina St,Katherine,NT,850,(08) 8972 1191,,heritagechurch@bigpond.com,http://www.heritagechristianchurchnt.com,,,14 719 603 343,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Holy Spirit Seminary,487 Earnshaw Rd,Banyo,QLD,4014,(07) 3267 4800,,seminary@qld.catholic.net.au,http://www.seminary.catholic.net.au,,1941,70 953 685 764,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Iglesia Ni Cristo,13 Eskdale St,Minchinbury,NSW,2770,(02) 9832 3838,,,,,,46 002 812 259,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Impact Ministries,Gilston Rd,Gilston,QLD,4211,(07) 5563 0780,,,,,,64 440 817 669,Active,Entity Name,50% ABN Accuracy
Religious Organisations,IN Church Darwin,Red Bldg 7/ Charles Darwin University,Casuarina,NT,810,0413 309 707,,,,,,18 160 093 916,Active,Business Name,50% ABN Accuracy
Religious Organisations,International Christian Church,Farmborough Rd,Unanderra,NSW,2526,(02) 4260 9628,,,,,,25 501 991 481,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Jehovahs Witnesses,475 Vernena Ave,Lurnea,NSW,2170,(02) 9606 0261,,,,,,42 002 861 225,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Jehovah's Witnesses,27 Ninth Ave,Scottville,QLD,4804,0438 309 898,,,,,,42 002 861 225,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Knights Of The Southern Cross,30 White Crst,Campbell,ACT,2612,(02) 6247 2977,,,,,,95 614 845 521,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Living Waters Christian Church,1 Lake St,Windale,NSW,2306,(02) 4948 5718,,peter@lwcc.org.au,http://www.lwcc.org.au,,,84 717 494 665,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Living Word Fellowship,305 Bourbong St,Bundaberg West,QLD,4670,(07) 4152 2564,,,,,,34 627 342 866,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Meals On Wheels,21A Price St,Nambour,QLD,4560,(07) 5441 3543,,,,,,36 301 121 574,Active,Trading Name (Historic),50% ABN Accuracy
Religious Organisations,Missionary Society Of St Paul,19 Stanley St,East Sydney,NSW,2010,(02) 9380 8398,,tarcismic@yahoo.com.au,,,1939,59 681 392 470,Active,Entity Name,50% ABN Accuracy
Religious Organisations,MMM Australia,70 Wyee Rd,Wyee,NSW,2259,(02) 4357 2921,,,,,,66 005 126 956,Active,Entity Name,50% ABN Accuracy
Religious Organisations,MMM Australia,29 Lamington Rd,Mango Hill,QLD,4509,(07) 3204 2503,,,,,,66 005 126 956,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Mount St Benedict Centre,449D Pennant Hills Rd,Pennant Hills,NSW,2120,(02) 9484 6208,,mtstbenedict@bigpond.com.au,http://www.goodsams.org.au/msb/index.html,,,42 062 542 036,Active,Other Name,50% ABN Accuracy
Religious Organisations,Nowra City Church,167 McMahons Rd,Nowra North,NSW,2541,(02) 4421 4602,,info@nowracitychurch.com.au,http://www.nowracitychurch.com.au,,,79 400 419 737,Active,Business Name,50% ABN Accuracy
Religious Organisations,NSW Council Of Churches,,Lalor Park,NSW,2147,(02) 9620 6189,,,,,,24 348 552 048,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Our Lady Of Lourdes Parish,153 Holberton St,Newtown,QLD,4350,(07) 4634 1453,,,,,,96 676 936 086,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Pontifical Mission Societies,Barney St,Armidale,NSW,2350,(02) 6772 7412,,,,,,52 945 927 066,Active,Entity Name (Historic),50% ABN Accuracy
Religious Organisations,Presbyterian Church,7 McKern St,Wentworthville,NSW,2145,(02) 9863 8366,,general@pcnsw.org.au,www.presbyterian.org.au,,,11 700 430 154,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Salvos Stores,9 Sydney Ave,Woy Woy,NSW,2256,(02) 4344 1965,,,,,,25 878 329 270,Active,Other Name,50% ABN Accuracy
